|dates|Grant_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_NorthDakota_UnitedStates.Male_Total_Population.data|Grant_NorthDakota_UnitedStates.Male_Total_Population.missing|Grant_NorthDakota_UnitedStates.Female_Total_Population.data|Grant_NorthDakota_UnitedStates.Female_Total_Population.missing|Grant_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|710.0|0|1185.0|0|1189.0|0|488.0|0
