|dates|Mercer_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_WestVirginia_UnitedStates.Male_Total_Population.data|Mercer_WestVirginia_UnitedStates.Male_Total_Population.missing|Mercer_WestVirginia_UnitedStates.Female_Total_Population.data|Mercer_WestVirginia_UnitedStates.Female_Total_Population.missing|Mercer_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13006.0|0|28395.0|0|30736.0|0|12199.0|0
