|dates|Delta_Michigan_UnitedStates.AveragePrecipitationTotal.data|Delta_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Delta_Michigan_UnitedStates.AveragePrecipitation.data|Delta_Michigan_UnitedStates.AveragePrecipitation.missing|Delta_Michigan_UnitedStates.AverageWindDirection.data|Delta_Michigan_UnitedStates.AverageWindDirection.missing|Delta_Michigan_UnitedStates.AverageWindSpeed.data|Delta_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|219.375|0|6.979166666666667|0
0|2020-01-02|0.0|0|0.01388888888888889|0|183.125|0|5.597222222222221|0
0|2020-01-03|0.015416666666666667|0|0.0|0|297.9166666666667|0|6.625|0
0|2020-01-04|0.0|0|0.0|0|282.2916666666667|0|8.125|0
0|2020-01-05|0.0|0|0.0|0|226.625|0|9.738194444444444|0
0|2020-01-06|0.0|0|0.0|0|252.70833333333334|0|12.333333333333334|0
0|2020-01-07|0.0|0|0.0|0|264.375|0|12.791666666666666|0
0|2020-01-08|0.0|0|0.0|0|252.43055555555554|0|9.854166666666666|0
0|2020-01-09|0.0|0|0.005277777777777777|0|164.51388888888889|0|14.347222222222223|0
0|2020-01-10|0.0062499999999999995|0|0.0|0|186.45833333333334|0|5.1875|0
0|2020-01-11|0.0|0|0.0|0|161.5625|0|12.458333333333334|0
0|2020-01-12|0.0|0|0.0|0|36.11111111111111|0|4.965277777777778|0
0|2020-01-13|0.0|0|0.00020833333333333335|0|68.22916666666667|0|4.916666666666667|0
0|2020-01-14|0.00020833333333333335|0|0.0|0|206.94444444444443|0|7.472222222222221|0
0|2020-01-15|0.0|0|0.0|0|195.27777777777774|0|3.329166666666667|0
0|2020-01-16|0.0|0|0.0|0|296.875|0|11.517361111111112|0
0|2020-01-17|0.0|0|0.0|0|121.66666666666667|0|6.770833333333333|0
0|2020-01-18|0.0|0|0.0004166666666666667|0|165.43154761904762|0|12.478323412698415|0
0|2020-01-19|0.0004166666666666667|0|0.0|0|310.76388888888886|0|8.902777777777777|0
0|2020-01-20|0.0|0|0.0|0|235.06944444444443|0|5.277777777777778|0
0|2020-01-21|0.0|0|0.0|0|226.04166666666666|0|9.645833333333334|0
0|2020-01-22|0.0|0|0.0|0|211.97916666666666|0|12.034722222222223|0
0|2020-01-23|0.0|0|0.0|0|105.26388888888887|0|4.958630952380952|0
0|2020-01-24|0.0|0|0.001875|0|64.93055555555556|0|9.444444444444445|0
0|2020-01-25|0.0008333333333333334|0|0.006944444444444445|0|179.0972222222222|0|5.365277777777778|0
0|2020-01-26|0.0|0|0.0|0|304.09722222222223|0|8.510416666666666|0
0|2020-01-27|0.0|0|0.0|0|305.8333333333333|0|6.090277777777778|0
0|2020-01-28|0.0|0|0.0|0|231.875|0|6.0625|0
0|2020-01-29|0.0|0|0.0|0|44.270833333333336|0|1.9861111111111114|0
0|2020-01-30|0.0|0|0.0|0|176.45833333333334|0|3.2708333333333335|0
0|2020-01-31|0.0|0|0.0|0|170.06944444444446|0|5.5069444444444455|0
0|2020-02-01|0.0|0|0.0|0|227.91666666666666|0|8.897916666666667|0
0|2020-02-02|0.0|0|0.0004166666666666667|0|241.18055555555557|0|7.3194444444444455|0
0|2020-02-03|0.0004166666666666667|0|0.0|0|212.70833333333334|0|4.666666666666667|0
0|2020-02-04|0.0|0|0.0|0|285.0|0|8.208333333333334|0
0|2020-02-05|0.0|0|0.0|0|246.25|0|6.708333333333333|0
0|2020-02-06|0.0|0|0.0|0|89.16666666666667|0|2.2916666666666665|0
0|2020-02-07|0.0|0|0.0|0|289.5833333333333|0|7.614583333333333|0
0|2020-02-08|0.0|0|0.0|0|183.54166666666666|0|4.6875|0
0|2020-02-09|0.0|0|0.0|0|209.30059523809527|0|4.354662698412699|0
0|2020-02-10|0.0|0|0.0004166666666666667|0|228.75|0|7.354166666666667|0
0|2020-02-11|0.0004166666666666667|0|0.0|0|235.83333333333334|0|8.5|0
0|2020-02-12|0.0|0|0.00020833333333333335|0|252.2222222222222|0|11.256944444444445|0
0|2020-02-13|0.00020833333333333335|0|0.0|0|286.28472222222223|0|9.402777777777777|0
0|2020-02-14|0.0|0|0.0|0|215.83333333333334|0|10.333333333333334|0
0|2020-02-15|0.0|0|0.0|0|221.31448412698413|0|10.704861111111109|0
0|2020-02-16|0.0|0|0.0|0|205.41666666666666|0|5.416666666666667|0
0|2020-02-17|0.0|0|0.0|0|72.73809523809524|0|6.136904761904762|0
0|2020-02-18|0.0|0|0.0|0|265.7175925925926|0|12.453935185185186|0
0|2020-02-19|0.0|0|0.0|0|275.0|0|8.458333333333334|0
0|2020-02-20|0.0|0|0.0|0|265.0|0|10.270833333333334|0
0|2020-02-21|0.0|0|0.0|0|218.33333333333334|0|11.416666666666666|0
0|2020-02-22|0.0|0|0.0|0|167.91666666666666|0|7.75|0
0|2020-02-23|0.0|0|0.0|0|203.95833333333334|0|8.104166666666666|0
0|2020-02-24|0.0|0|0.0|0|175.0|0|7.416666666666667|0
0|2020-02-25|0.0|0|0.0|0|203.33333333333334|0|8.965277777777779|0
0|2020-02-26|0.0|0|0.0|0|256.875|0|10.833333333333334|0
0|2020-02-27|0.0|0|0.0|0|308.3333333333333|0|14.166666666666666|0
0|2020-02-28|0.0|0|0.0|0|297.9166666666667|0|11.5|0
0|2020-02-29|0.0|0|0.0|0|246.66666666666666|0|9.958333333333334|0
0|2020-03-01|0.0|0|0.0|0|191.25|0|8.833333333333334|0
0|2020-03-02|0.0|0|0.0|0|197.08333333333334|0|5.708333333333333|0
0|2020-03-03|0.0|0|0.00037500000000000006|0|134.5|0|4.562500000000001|0
0|2020-03-04|0.0008333333333333334|0|0.0|0|224.16666666666666|0|7.708333333333333|0
0|2020-03-05|0.0|0|0.0069722222222222225|0|161.8472222222222|0|8.011111111111111|0
0|2020-03-06|0.009583333333333334|0|0.0|0|307.84722222222223|0|10.090277777777779|0
0|2020-03-07|0.0|0|0.0|0|140.0|0|7.986111111111111|0
0|2020-03-08|0.0|0|0.0|0|188.125|0|10.229166666666666|0
0|2020-03-09|0.0|0|0.0|0|162.91666666666666|0|7.041666666666667|0
0|2020-03-10|0.0|0|0.0|0|254.16666666666666|0|9.875|0
0|2020-03-11|0.0|0|0.0028472222222222228|0|124.29166666666667|0|4.2437499999999995|0
0|2020-03-12|0.0011458333333333333|0|0.01548611111111111|0|171.33333333333334|0|8.961805555555555|0
0|2020-03-13|0.02291666666666667|0|0.0|0|291.6666666666667|0|18.770833333333332|0
0|2020-03-14|0.0|0|0.0|0|282.9166666666667|0|8.104166666666666|0
0|2020-03-15|0.0|0|0.0|0|161.66666666666666|0|5.583333333333333|0
0|2020-03-16|0.0|0|0.00125|0|153.7152777777778|0|5.945138888888889|0
0|2020-03-17|0.00125|0|0.0|0|236.45833333333334|0|9.770833333333334|0
0|2020-03-18|0.0|0|0.0|0|75.69444444444444|0|4.347222222222222|0
0|2020-03-19|0.0|0|0.02291666666666667|0|86.875|0|5.361111111111112|0
0|2020-03-20|0.007083333333333333|0|0.0004166666666666667|0|317.4513888888889|0|14.96875|0
0|2020-03-21|0.0|0|0.0|0|147.5|0|4.465277777777778|0
0|2020-03-22|0.0|0|0.0|0|90.13888888888887|0|6.104166666666667|0
0|2020-03-23|0.0|0|0.0|0|96.875|0|3.6875|0
0|2020-03-24|0.0|0|0.0|0|91.45833333333333|0|4.184027777777778|0
0|2020-03-25|0.0|0|0.005590277777777778|0|131.01388888888889|0|5.185416666666666|0
0|2020-03-26|0.0|0|0.0029166666666666664|0|124.30555555555554|0|5.486111111111112|0
0|2020-03-27|0.0|0|0.0|0|73.49305555555556|0|3.0006944444444437|0
0|2020-03-28|0.0004166666666666667|0|0.00125|0|95.7638888888889|0|7.5125|0
0|2020-03-29|0.010972222222222223|0|0.022951388888888893|0|179.70833333333334|0|8.9125|0
0|2020-03-30|0.0004166666666666667|0|0.0|0|313.5416666666667|0|12.0625|0
0|2020-03-31|0.0|0|0.0|0|79.37499999999999|0|6.871527777777778|0
0|2020-04-01|0.0|0|0.0|0|147.91666666666666|0|3.7708333333333335|0
0|2020-04-02|0.0|0|0.0|0|100.0|0|3.25|0
0|2020-04-03|0.0|0|0.0|0|68.75|0|3.5625|0
0|2020-04-04|0.0015624999999999999|0|0.004340277777777778|0|224.61805555555554|0|7.565972222222221|0
0|2020-04-05|0.0|0|0.0|0|121.04166666666667|0|3.875|0
0|2020-04-06|0.0|0|0.0|0|60.833333333333336|0|2.3333333333333335|0
0|2020-04-07|0.0|0|0.002430555555555556|0|58.78472222222223|0|3.3923611111111107|0
0|2020-04-08|0.0004761904761904762|0|0.00011904761904761905|0|209.24007936507937|0|6.204265873015873|0
0|2020-04-09|0.0|0|0.0|0|295.4166666666667|0|12.470238095238095|0
0|2020-04-10|0.0|0|0.0|0|267.0833333333333|0|8.1875|0
0|2020-04-11|0.0|0|0.0|0|127.5|0|7.458333333333333|0
0|2020-04-12|0.0|0|0.0004166666666666667|0|95.81944444444444|0|9.006944444444445|0
0|2020-04-13|0.0023333333333333335|0|0.0196875|0|307.0208333333333|0|15.858333333333334|0
0|2020-04-14|0.013333333333333334|0|0.0|0|272.6666666666667|0|9.304166666666667|0
0|2020-04-15|0.0|0|0.0|0|179.16666666666666|0|5.208333333333333|0
0|2020-04-16|0.0|0|0.0|0|240.83333333333334|0|10.0|0
0|2020-04-17|0.0|0|0.0|0|174.79166666666666|0|6.958333333333333|0
0|2020-04-18|0.0|0|0.0|0|224.16666666666666|0|10.916666666666666|0
0|2020-04-19|0.0|0|0.0004166666666666667|0|244.58333333333334|0|9.625|0
0|2020-04-20|0.0|0|0.0018055555555555557|0|235.9722222222222|0|11.60416666666667|0
0|2020-04-21|0.0025|0|0.0|0|278.3333333333333|0|12.875|0
0|2020-04-22|0.0|0|0.0|0|144.44444444444446|0|5.5625|0
0|2020-04-23|0.0|0|0.0|0|70.0|0|9.729166666666666|0
0|2020-04-24|0.0|0|0.0|0|136.45833333333334|0|4.791666666666667|0
0|2020-04-25|0.0|0|0.0|0|113.75|0|4.625|0
0|2020-04-26|0.0|0|0.0|0|165.20833333333334|0|6.854166666666667|0
0|2020-04-27|0.0|0|0.016875000000000005|0|133.40277777777777|0|4.895833333333333|0
0|2020-04-28|0.0053125|0|0.00020833333333333335|0|110.22916666666667|0|6.716666666666666|0
0|2020-04-29|0.00125|0|0.015277777777777779|0|46.041666666666664|0|11.958333333333334|0
0|2020-04-30|0.0375|0|0.0|0|254.0277777777778|0|12.4375|0
0|2020-05-01|0.0|0|0.0004166666666666667|0|168.75|0|7.5|0
0|2020-05-02|0.00125|0|0.0008333333333333334|0|185.83333333333334|0|9.541666666666666|0
0|2020-05-03|0.0|0|0.0|0|301.25|0|10.979166666666666|0
0|2020-05-04|0.0|0|0.0|0|176.04166666666666|0|10.083333333333334|0
0|2020-05-05|0.0|0|0.0|0|127.70833333333333|0|5.479166666666667|0
0|2020-05-06|0.0|0|0.0|0|127.5|0|5.875|0
0|2020-05-07|0.0|0|0.0|0|183.75|0|9.625|0
0|2020-05-08|0.0|0|0.0|0|289.1765873015873|0|9.228174603174603|0
0|2020-05-09|0.0|0|0.0|0|200.0|0|7.333333333333333|0
0|2020-05-10|0.0|0|0.0|0|279.65277777777777|0|9.756944444444445|0
0|2020-05-11|0.0|0|0.0|0|260.8333333333333|0|9.145833333333334|0
0|2020-05-12|0.0|0|0.0|0|183.75|0|8.479166666666666|0
0|2020-05-13|0.0|0|0.0|0|159.375|0|8.020833333333334|0
0|2020-05-14|0.0|0|0.006666666666666667|0|109.0625|0|6.7430555555555545|0
0|2020-05-15|0.005833333333333334|0|0.0|0|99.25|0|6.447916666666667|0
0|2020-05-16|0.0|0|0.0|0|108.75|0|6.5|0
0|2020-05-17|0.0|0|0.007083333333333334|0|66.04166666666667|0|11.8125|0
0|2020-05-18|0.01375|0|0.005833333333333333|0|54.583333333333336|0|13.805555555555557|0
0|2020-05-19|0.0020833333333333333|0|0.0|0|74.16666666666667|0|13.895833333333334|0
0|2020-05-20|0.0|0|0.0|0|84.16666666666667|0|5.083333333333333|0
0|2020-05-21|0.0|0|0.0|0|70.83333333333333|0|3.875|0
0|2020-05-22|0.0|0|0.0|0|95.0|0|3.9583333333333335|0
0|2020-05-23|0.0|0|0.0|0|107.91666666666667|0|3.6458333333333335|0
0|2020-05-24|0.0|0|0.0|0|80.20833333333333|0|4.833333333333333|0
0|2020-05-25|0.0|0|0.0|0|104.47916666666667|0|5.992361111111111|0
0|2020-05-26|0.0|0|0.0|0|97.5|0|5.208333333333333|0
0|2020-05-27|0.0|0|0.0|0|139.72222222222223|0|5.6805555555555545|0
0|2020-05-28|0.0|0|0.024148809523809527|0|159.7420634920635|0|3.348015873015873|0
0|2020-05-29|0.035833333333333335|0|0.0|0|283.4404761904762|0|7.0494047619047615|0
0|2020-05-30|0.0|0|0.0|0|188.6111111111111|0|7.125|0
0|2020-05-31|0.0004166666666666667|0|0.0004166666666666667|0|190.625|0|9.1875|0
0|2020-06-01|0.0|0|0.0075694444444444455|0|146.52777777777777|0|5.736111111111112|0
0|2020-06-02|0.01|0|0.0|0|77.14285714285715|0|3.3273809523809526|0
0|2020-06-03|0.0|0|0.0|0|202.5|0|7.875|0
0|2020-06-04|0.0|0|0.0|0|85.83333333333333|0|3.9375|0
0|2020-06-05|0.0|0|0.0|0|153.75|0|4.375|0
0|2020-06-06|0.0|0|0.0|0|280.55555555555554|0|8.340277777777779|0
0|2020-06-07|0.0|0|0.0|0|123.54166666666667|0|4.666666666666667|0
0|2020-06-08|0.0|0|0.0|0|155.0|0|10.104166666666666|0
0|2020-06-09|0.0|0|0.0|0|81.25|0|5.0|0
0|2020-06-10|0.03375|0|0.10404861111111112|0|216.61805555555554|0|15.259027777777776|0
0|2020-06-11|0.09208333333333334|0|0.0|0|260.8333333333333|0|12.770833333333334|0
0|2020-06-12|0.0|0|0.0|0|178.75|0|6.708333333333333|0
0|2020-06-13|0.0|0|0.0|0|149.58333333333334|0|5.916666666666667|0
0|2020-06-14|0.0|0|0.0|0|81.25|0|3.8333333333333335|0
0|2020-06-15|0.0|0|0.0|0|128.75|0|7.416666666666667|0
0|2020-06-16|0.0|0|0.0|0|173.33333333333334|0|7.458333333333333|0
0|2020-06-17|0.0|0|0.0|0|112.08333333333333|0|5.291666666666667|0
0|2020-06-18|0.0|0|0.0|0|118.125|0|5.645833333333333|0
0|2020-06-19|0.0|0|0.0|0|113.33333333333333|0|4.458333333333333|0
0|2020-06-20|0.0|0|0.007680555555555555|0|84.62500000000001|0|4.251388888888889|0
0|2020-06-21|0.01|0|0.0004166666666666667|0|182.77777777777774|0|5.895833333333333|0
0|2020-06-22|0.0|0|0.0009722222222222223|0|166.45833333333334|0|5.138888888888888|0
0|2020-06-23|0.0|0|0.030000000000000016|0|10.0|0|10.0|0
0|2020-06-24|0.0|0|0.014375000000000004|0|80.41666666666667|0|8.5|0
0|2020-06-25|0.0|0|0.0|0|230.83333333333334|0|6.833333333333333|0
0|2020-06-26|0.0|0|0.0|0|140.83333333333334|0|5.083333333333333|0
0|2020-06-27|0.0|0|0.0|0|177.2800925925926|0|7.278935185185186|0
0|2020-06-28|0.0|0|0.0|0|103.75|0|3.5416666666666665|0
0|2020-06-29|0.0|0|0.0|0|97.08333333333333|0|6.0|0
0|2020-06-30|0.0|0|0.0|0|92.91666666666667|0|5.375|0
0|2020-07-01|0.0|0|0.0|0|78.33333333333333|0|3.7916666666666665|0
0|2020-07-02|0.0004166666666666667|0|0.0010416666666666667|0|180.625|0|4.583333333333333|0
0|2020-07-03|0.0008333333333333334|0|0.0|0|201.59226190476193|0|5.851190476190477|0
0|2020-07-04|0.0|0|0.0|0|146.85119047619048|0|4.060714285714286|0
0|2020-07-05|0.0|0|0.0|0|88.75|0|3.2083333333333335|0
0|2020-07-06|0.0|0|0.01388888888888889|0|124.68518518518518|0|5.8680555555555545|0
0|2020-07-07|0.008541666666666666|0|0.0|0|180.52579365079364|0|5.194444444444444|0
0|2020-07-08|0.0|0|0.0|0|124.125|0|5.445833333333333|0
0|2020-07-09|0.0004166666666666667|0|0.0016666666666666668|0|182.08333333333334|0|7.145833333333333|0
0|2020-07-10|0.024374999999999997|0|0.043541666666666666|0|161.52777777777777|0|4.579861111111111|0
0|2020-07-11|0.004583333333333333|0|0.0|0|251.66666666666666|0|6.958333333333333|0
0|2020-07-12|0.0|0|0.0|0|293.5416666666667|0|7.604166666666667|0
0|2020-07-13|0.0|0|0.0|0|121.25|0|5.458333333333333|0
0|2020-07-14|0.0|0|0.010208333333333333|0|161.45833333333334|0|8.23611111111111|0
0|2020-07-15|0.0|0|0.012569444444444446|0|221.25|0|6.395833333333333|0
0|2020-07-16|0.00125|0|0.0|0|177.58680555555557|0|6.394097222222221|0
0|2020-07-17|0.0|0|0.0|0|163.95833333333334|0|6.229166666666667|0
0|2020-07-18|0.0022222222222222222|0|0.035416666666666666|0|198.28703703703704|0|7.9259259259259265|0
0|2020-07-19|0.0|0|0.0028125000000000003|0|235.34722222222226|0|12.111111111111109|0
0|2020-07-20|0.0|0|0.0|0|199.16666666666666|0|6.3125|0
0|2020-07-21|0.0|0|0.005416666666666667|0|96.66666666666667|0|5.291666666666667|0
0|2020-07-22|0.0|0|0.0075694444444444455|0|110.7638888888889|0|7.534722222222221|0
0|2020-07-23|0.0004166666666666667|0|0.0|0|147.70833333333334|0|4.875|0
0|2020-07-24|0.0|0|0.0|0|162.79761904761904|0|6.011904761904762|0
0|2020-07-25|0.0|0|0.0|0|208.33333333333334|0|9.666666666666666|0
0|2020-07-26|0.0020833333333333333|0|0.018020833333333333|0|191.72453703703704|0|6.129629629629629|0
0|2020-07-27|0.01375|0|0.0|0|288.3333333333333|0|8.916666666666666|0
0|2020-07-28|0.0|0|0.0|0|235.0|0|7.75|0
0|2020-07-29|0.0|0|0.0004166666666666667|0|197.5|0|4.75|0
0|2020-07-30|0.0004166666666666667|0|0.0|0|125.83333333333333|0|3.8375|0
0|2020-07-31|0.0|0|0.0|0|151.66666666666666|0|5.479166666666667|0
0|2020-08-01|0.0|0|0.0|0|64.58333333333333|0|4.625|0
0|2020-08-02|0.0|0|0.0|0|200.41666666666666|0|6.25|0
0|2020-08-03|0.0|0|0.0|0|237.01388888888889|0|7.326388888888889|0
0|2020-08-04|0.0|0|0.0|0|236.04166666666666|0|7.666666666666667|0
0|2020-08-05|0.0|0|0.0|0|187.36111111111111|0|6.791666666666667|0
0|2020-08-06|0.0|0|0.0|0|168.75|0|6.416666666666667|0
0|2020-08-07|0.0|0|0.0|0|113.75|0|5.833333333333333|0
0|2020-08-08|0.0|0|0.010194444444444445|0|179.22222222222226|0|9.35138888888889|0
0|2020-08-09|0.006666666666666667|0|0.0|0|150.45833333333334|0|6.995833333333334|0
0|2020-08-10|0.0|0|0.0|0|161.31944444444446|0|4.381944444444445|0
0|2020-08-11|0.0|0|0.0|0|241.25|0|7.416666666666667|0
0|2020-08-12|0.0|0|0.0|0|167.2222222222222|0|5.722222222222221|0
0|2020-08-13|5.9523809523809524e-05|0|0.0004761904761904762|0|57.02380952380952|0|2.642857142857143|0
0|2020-08-14|0.00010416666666666667|0|0.0|0|87.08333333333333|0|4.625|0
0|2020-08-15|0.0|0|0.0|0|135.83333333333334|0|5.9375|0
0|2020-08-16|0.0|0|0.0053125|0|206.00694444444446|0|6.770833333333333|0
0|2020-08-17|0.007083333333333334|0|0.0|0|268.7316468253968|0|6.3124503968253975|0
0|2020-08-18|0.0|0|0.0|0|203.33333333333334|0|6.375|0
0|2020-08-19|0.0|0|0.006250000000000001|0|125.20833333333333|0|5.354166666666667|0
0|2020-08-20|0.0062499999999999995|0|0.0|0|183.47222222222226|0|8.166666666666666|0
0|2020-08-21|0.0|0|0.0016666666666666668|0|108.6468253968254|0|3.6075396825396826|0
0|2020-08-22|0.0016666666666666668|0|0.0004166666666666667|0|100.35416666666667|0|4.053472222222222|0
0|2020-08-23|4.6296296296296294e-05|0|0.0|0|141.75099206349205|0|4.656084656084656|0
0|2020-08-24|0.0014583333333333334|0|0.004583333333333334|0|231.84027777777774|0|5.670138888888889|0
0|2020-08-25|0.0|0|0.0|0|210.05952380952382|0|6.589285714285714|0
0|2020-08-26|0.0|0|0.023020833333333334|0|117.88194444444446|0|7.524305555555556|0
0|2020-08-27|0.0|0|0.0|0|163.64583333333334|0|5.864583333333333|0
0|2020-08-28|0.0|0|0.026875|0|127.39583333333333|0|9.614583333333334|0
0|2020-08-29|0.028333333333333335|0|0.0004166666666666667|0|279.13194444444446|0|9.920138888888888|0
0|2020-08-30|0.0|0|0.0|0|183.05555555555554|0|5.25|0
0|2020-08-31|0.0|0|0.0|0|168.33333333333334|0|12.194444444444445|0
0|2020-09-01|0.0|0|0.0|0|183.54166666666666|0|5.833333333333333|0
