|dates|Taos_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Taos_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Taos_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Taos_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Taos_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Taos_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Taos_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Taos_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-02|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-03|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-04|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-05|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-06|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-07|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-08|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-09|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-10|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-11|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-12|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-13|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-14|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-15|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-16|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-17|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-18|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-19|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-20|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-21|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-22|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-23|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-24|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-25|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-26|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-27|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-28|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-29|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-30|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-01-31|15012.0|0|928.5|0|5.824785922649854|0|15940.5|0
0|2020-02-01|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-02|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-03|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-04|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-05|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-06|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-07|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-08|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-09|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-10|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-11|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-12|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-13|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-14|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-15|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-16|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-17|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-18|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
0|2020-02-19|14875.0|0|965.5|0|6.095135885862189|0|15840.5|0
