|dates|Bailey_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bailey_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bailey_Texas_UnitedStates.Male_Total_Population.data|Bailey_Texas_UnitedStates.Male_Total_Population.missing|Bailey_Texas_UnitedStates.Female_Total_Population.data|Bailey_Texas_UnitedStates.Female_Total_Population.missing|Bailey_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bailey_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1025.0|0|3499.0|0|3528.0|0|2206.0|0
