|dates|Inyo_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Inyo_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Inyo_California_UnitedStates.Male_Total_Population.data|Inyo_California_UnitedStates.Male_Total_Population.missing|Inyo_California_UnitedStates.Female_Total_Population.data|Inyo_California_UnitedStates.Female_Total_Population.missing|Inyo_California_UnitedStates.MaleAndFemale_Under18_Population.data|Inyo_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4210.0|0|9044.0|0|8943.0|0|3681.0|0
