|dates|Macon_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macon_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macon_Missouri_UnitedStates.Male_Total_Population.data|Macon_Missouri_UnitedStates.Male_Total_Population.missing|Macon_Missouri_UnitedStates.Female_Total_Population.data|Macon_Missouri_UnitedStates.Female_Total_Population.missing|Macon_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Macon_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3447.0|0|7505.0|0|7648.0|0|3470.0|0
