|dates|LittleRiver_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LittleRiver_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LittleRiver_Arkansas_UnitedStates.Male_Total_Population.data|LittleRiver_Arkansas_UnitedStates.Male_Total_Population.missing|LittleRiver_Arkansas_UnitedStates.Female_Total_Population.data|LittleRiver_Arkansas_UnitedStates.Female_Total_Population.missing|LittleRiver_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|LittleRiver_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2589.0|0|5936.0|0|6390.0|0|2742.0|0
