|dates|Leavenworth_Kansas_UnitedStates.BLS_EmployedPopulation.data|Leavenworth_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Leavenworth_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Leavenworth_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Leavenworth_Kansas_UnitedStates.BLS_UnemploymentRate.data|Leavenworth_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Leavenworth_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Leavenworth_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-02|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-03|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-04|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-05|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-06|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-07|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-08|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-09|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-10|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-11|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-12|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-13|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-14|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-15|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-16|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-17|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-18|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-19|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-20|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-21|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-22|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-23|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-24|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-25|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-26|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-27|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-28|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-29|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
0|2020-01-30|35518.5|0|1399.0|0|3.789530710367712|0|36917.5|0
