|dates|Rock_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Rock_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Rock_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Rock_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Rock_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Rock_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Rock_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Rock_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5613.0|0|109.0|0|1.904928346731912|0|5722.0|0
