|dates|Montgomery_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Pennsylvania_UnitedStates.Male_Total_Population.data|Montgomery_Pennsylvania_UnitedStates.Male_Total_Population.missing|Montgomery_Pennsylvania_UnitedStates.Female_Total_Population.data|Montgomery_Pennsylvania_UnitedStates.Female_Total_Population.missing|Montgomery_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-10|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-11|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-12|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-13|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-14|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-15|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-16|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-17|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-18|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-19|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-20|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-21|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-22|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-23|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-24|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-25|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-26|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-27|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-28|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-29|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-30|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-01-31|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-10|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-11|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-12|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-13|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-14|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-15|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-16|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-17|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-18|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-19|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-20|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-21|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-22|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-23|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-24|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-25|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-26|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-27|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-28|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-02-29|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-10|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-11|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-12|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-13|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-14|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-15|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-16|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-17|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-18|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-19|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-20|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-21|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-22|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-23|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-24|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-25|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-26|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-27|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-28|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-29|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-30|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-03-31|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-10|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-11|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-12|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-13|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-14|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-15|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-16|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-17|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-18|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-19|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-20|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-21|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-22|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-23|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-24|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-25|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-26|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-27|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-28|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-29|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-04-30|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-10|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-11|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-12|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-13|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-14|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-15|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-16|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-17|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-18|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-19|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-20|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-21|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-22|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-23|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-24|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-25|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-26|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-27|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-28|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-29|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-30|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-05-31|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-10|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-11|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-12|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-13|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-14|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-15|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-16|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-17|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-18|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-19|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-20|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-21|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-22|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-23|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-24|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-25|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-26|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-27|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-28|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-29|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-06-30|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-01|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-02|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-03|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-04|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-05|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-06|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-07|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-08|147124.0|0|403268.0|0|425336.0|0|178218.0|0
0|2020-07-09|147124.0|0|403268.0|0|425336.0|0|178218.0|0
