|dates|Webster_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Webster_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Webster_Nebraska_UnitedStates.Male_Total_Population.data|Webster_Nebraska_UnitedStates.Male_Total_Population.missing|Webster_Nebraska_UnitedStates.Female_Total_Population.data|Webster_Nebraska_UnitedStates.Female_Total_Population.missing|Webster_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Webster_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|810.0|0|1758.0|0|1775.0|0|775.0|0
