|dates|Henderson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Henderson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Henderson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Henderson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Henderson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Henderson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Henderson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Henderson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-02|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-03|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-04|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-05|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-06|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-07|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-08|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-09|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-10|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-11|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-12|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-13|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-14|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-15|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-16|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-17|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-18|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-19|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-20|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-21|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-22|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-23|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-24|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-25|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-26|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-27|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-28|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-29|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-30|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-01-31|20820.5|0|881.0|0|4.0596272147086605|0|21701.5|0
0|2020-02-01|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-02|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-03|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-04|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-05|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-06|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-07|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-08|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-09|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-10|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-11|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-12|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-13|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-14|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-15|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-16|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-17|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-18|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-19|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-20|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-21|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-22|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-23|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-24|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-25|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-26|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-27|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-28|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-02-29|20901.0|0|838.5|0|3.857034430414683|0|21739.5|0
0|2020-03-01|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-02|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-03|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-04|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-05|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-06|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-07|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-08|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-09|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-10|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-11|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-12|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-13|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-14|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-15|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-16|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-17|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-18|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-19|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-20|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-21|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-22|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-23|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-24|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-25|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-26|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-27|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-28|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-29|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-30|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-03-31|20676.0|0|1003.5|0|4.6287967895938555|0|21679.5|0
0|2020-04-01|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-02|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-03|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-04|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-05|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-06|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-07|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-08|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-09|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-10|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-11|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-12|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-13|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-14|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
0|2020-04-15|18739.0|0|3519.5|0|15.811937012826561|0|22258.5|0
