|dates|Lincoln_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Washington_UnitedStates.Male_Total_Population.data|Lincoln_Washington_UnitedStates.Male_Total_Population.missing|Lincoln_Washington_UnitedStates.Female_Total_Population.data|Lincoln_Washington_UnitedStates.Female_Total_Population.missing|Lincoln_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2746.0|0|5492.0|0|5248.0|0|2328.0|0
