|dates|EastFeliciana_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|EastFeliciana_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|EastFeliciana_Louisiana_UnitedStates.Male_Total_Population.data|EastFeliciana_Louisiana_UnitedStates.Male_Total_Population.missing|EastFeliciana_Louisiana_UnitedStates.Female_Total_Population.data|EastFeliciana_Louisiana_UnitedStates.Female_Total_Population.missing|EastFeliciana_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|EastFeliciana_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3421.0|0|10486.0|0|8819.0|0|3528.0|0
