|dates|Nash_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nash_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nash_NorthCarolina_UnitedStates.Male_Total_Population.data|Nash_NorthCarolina_UnitedStates.Male_Total_Population.missing|Nash_NorthCarolina_UnitedStates.Female_Total_Population.data|Nash_NorthCarolina_UnitedStates.Female_Total_Population.missing|Nash_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Nash_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17426.0|0|45066.0|0|48950.0|0|20572.0|0
