|dates|Spink_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spink_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spink_SouthDakota_UnitedStates.Male_Total_Population.data|Spink_SouthDakota_UnitedStates.Male_Total_Population.missing|Spink_SouthDakota_UnitedStates.Female_Total_Population.data|Spink_SouthDakota_UnitedStates.Female_Total_Population.missing|Spink_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Spink_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1348.0|0|3251.0|0|3244.0|0|1493.0|0
