|dates|Tuscaloosa_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tuscaloosa_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tuscaloosa_Alabama_UnitedStates.Male_Total_Population.data|Tuscaloosa_Alabama_UnitedStates.Male_Total_Population.missing|Tuscaloosa_Alabama_UnitedStates.Female_Total_Population.data|Tuscaloosa_Alabama_UnitedStates.Female_Total_Population.missing|Tuscaloosa_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Tuscaloosa_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27743.0|0|100589.0|0|108322.0|0|43761.0|0
