|dates|Jefferson_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Florida_UnitedStates.Male_Total_Population.data|Jefferson_Florida_UnitedStates.Male_Total_Population.missing|Jefferson_Florida_UnitedStates.Female_Total_Population.data|Jefferson_Florida_UnitedStates.Female_Total_Population.missing|Jefferson_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3362.0|0|7491.0|0|6797.0|0|2431.0|0
