|dates|Troup_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Troup_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Troup_Georgia_UnitedStates.Male_Total_Population.data|Troup_Georgia_UnitedStates.Male_Total_Population.missing|Troup_Georgia_UnitedStates.Female_Total_Population.data|Troup_Georgia_UnitedStates.Female_Total_Population.missing|Troup_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Troup_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10394.0|0|33785.0|0|36249.0|0|16957.0|0
