|dates|Potter_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Potter_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Potter_Pennsylvania_UnitedStates.Male_Total_Population.data|Potter_Pennsylvania_UnitedStates.Male_Total_Population.missing|Potter_Pennsylvania_UnitedStates.Female_Total_Population.data|Potter_Pennsylvania_UnitedStates.Female_Total_Population.missing|Potter_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Potter_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4000.0|0|8285.0|0|8337.0|0|3387.0|0
