|dates|Grant_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Kentucky_UnitedStates.Male_Total_Population.data|Grant_Kentucky_UnitedStates.Male_Total_Population.missing|Grant_Kentucky_UnitedStates.Female_Total_Population.data|Grant_Kentucky_UnitedStates.Female_Total_Population.missing|Grant_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3452.0|0|12579.0|0|12542.0|0|6661.0|0
