|dates|Martin_Texas_UnitedStates.JHU_ConfirmedCases.data|Martin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Martin_Texas_UnitedStates.NYT_ConfirmedCases.data|Martin_Texas_UnitedStates.NYT_ConfirmedCases.missing|Martin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|742.0|0|0.0|100|20.0|0|0.0|100
