|dates|Dougherty_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dougherty_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dougherty_Georgia_UnitedStates.Male_Total_Population.data|Dougherty_Georgia_UnitedStates.Male_Total_Population.missing|Dougherty_Georgia_UnitedStates.Female_Total_Population.data|Dougherty_Georgia_UnitedStates.Female_Total_Population.missing|Dougherty_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Dougherty_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14027.0|0|41868.0|0|49375.0|0|21222.0|0
