|dates|Clay_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Missouri_UnitedStates.Male_Total_Population.data|Clay_Missouri_UnitedStates.Male_Total_Population.missing|Clay_Missouri_UnitedStates.Female_Total_Population.data|Clay_Missouri_UnitedStates.Female_Total_Population.missing|Clay_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34771.0|0|120984.0|0|125381.0|0|59326.0|0
