|dates|Wexford_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wexford_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wexford_Michigan_UnitedStates.Male_Total_Population.data|Wexford_Michigan_UnitedStates.Male_Total_Population.missing|Wexford_Michigan_UnitedStates.Female_Total_Population.data|Wexford_Michigan_UnitedStates.Female_Total_Population.missing|Wexford_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Wexford_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6388.0|0|16766.0|0|16700.0|0|7761.0|0
