|dates|Merced_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Merced_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Merced_California_UnitedStates.Male_Total_Population.data|Merced_California_UnitedStates.Male_Total_Population.missing|Merced_California_UnitedStates.Female_Total_Population.data|Merced_California_UnitedStates.Female_Total_Population.missing|Merced_California_UnitedStates.MaleAndFemale_Under18_Population.data|Merced_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30845.0|0|138632.0|0|136133.0|0|80588.0|0
