|dates|Ashland_Ohio_UnitedStates.BLS_EmployedPopulation.data|Ashland_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Ashland_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Ashland_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Ashland_Ohio_UnitedStates.BLS_UnemploymentRate.data|Ashland_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Ashland_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Ashland_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-02|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-03|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-04|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-05|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-06|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-07|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-08|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-09|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-10|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-11|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-12|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-13|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-14|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-15|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-16|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-17|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-18|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-19|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-20|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-21|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-22|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-23|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-24|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-25|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-26|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-27|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-28|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-29|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-30|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-01-31|25255.0|0|1430.0|0|5.358815814127787|0|26685.0|0
0|2020-02-01|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-02|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-03|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-04|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-05|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-06|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-07|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-08|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-09|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-10|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-11|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-12|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-13|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-14|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-15|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-16|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-17|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-18|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-19|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-20|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-21|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-22|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-23|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-24|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-25|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-26|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-27|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-28|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-02-29|25936.5|0|1336.5|0|4.900450995490045|0|27273.0|0
0|2020-03-01|25662.5|0|1467.5|0|5.409141172134169|0|27130.0|0
0|2020-03-02|25662.5|0|1467.5|0|5.409141172134169|0|27130.0|0
0|2020-03-03|25662.5|0|1467.5|0|5.409141172134169|0|27130.0|0
0|2020-03-04|25662.5|0|1467.5|0|5.409141172134169|0|27130.0|0
