|dates|White_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|White_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|White_Illinois_UnitedStates.Male_Total_Population.data|White_Illinois_UnitedStates.Male_Total_Population.missing|White_Illinois_UnitedStates.Female_Total_Population.data|White_Illinois_UnitedStates.Female_Total_Population.missing|White_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|White_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2953.0|0|6732.0|0|6933.0|0|2988.0|0
