|dates|Charlotte_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charlotte_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charlotte_Florida_UnitedStates.Male_Total_Population.data|Charlotte_Florida_UnitedStates.Male_Total_Population.missing|Charlotte_Florida_UnitedStates.Female_Total_Population.data|Charlotte_Florida_UnitedStates.Female_Total_Population.missing|Charlotte_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Charlotte_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|74394.0|0|90256.0|0|94742.0|0|22067.0|0
