|dates|Morrison_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morrison_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morrison_Minnesota_UnitedStates.Male_Total_Population.data|Morrison_Minnesota_UnitedStates.Male_Total_Population.missing|Morrison_Minnesota_UnitedStates.Female_Total_Population.data|Morrison_Minnesota_UnitedStates.Female_Total_Population.missing|Morrison_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Morrison_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6487.0|0|16745.0|0|16424.0|0|7761.0|0
