|dates|Fergus_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fergus_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fergus_Montana_UnitedStates.Male_Total_Population.data|Fergus_Montana_UnitedStates.Male_Total_Population.missing|Fergus_Montana_UnitedStates.Female_Total_Population.data|Fergus_Montana_UnitedStates.Female_Total_Population.missing|Fergus_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Fergus_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2724.0|0|5698.0|0|5415.0|0|2317.0|0
