|dates|ContraCosta_California_UnitedStates.AveragePrecipitationTotal.data|ContraCosta_California_UnitedStates.AveragePrecipitationTotal.missing|ContraCosta_California_UnitedStates.AveragePrecipitation.data|ContraCosta_California_UnitedStates.AveragePrecipitation.missing|ContraCosta_California_UnitedStates.AverageWindDirection.data|ContraCosta_California_UnitedStates.AverageWindDirection.missing|ContraCosta_California_UnitedStates.AverageWindSpeed.data|ContraCosta_California_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|25|0.0|25|148.375|0|3.875|0
