|dates|Parke_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Parke_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Parke_Indiana_UnitedStates.Male_Total_Population.data|Parke_Indiana_UnitedStates.Male_Total_Population.missing|Parke_Indiana_UnitedStates.Female_Total_Population.data|Parke_Indiana_UnitedStates.Female_Total_Population.missing|Parke_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Parke_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3281.0|0|8000.0|0|8927.0|0|3647.0|0
