|dates|Boise_Idaho_UnitedStates.JHU_ConfirmedCases.data|Boise_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Boise_Idaho_UnitedStates.NYT_ConfirmedCases.data|Boise_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Boise_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Boise_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Boise_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Boise_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|472.0|0|0.0|100|4.0|0|0.0|100
