|dates|Daviess_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Daviess_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Daviess_Indiana_UnitedStates.Male_Total_Population.data|Daviess_Indiana_UnitedStates.Male_Total_Population.missing|Daviess_Indiana_UnitedStates.Female_Total_Population.data|Daviess_Indiana_UnitedStates.Female_Total_Population.missing|Daviess_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Daviess_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5080.0|0|16701.0|0|16446.0|0|9712.0|0
