|dates|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|OutofND_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|OutofND_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|OutofND_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
