|dates|Musselshell_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Musselshell_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Musselshell_Montana_UnitedStates.Male_Total_Population.data|Musselshell_Montana_UnitedStates.Male_Total_Population.missing|Musselshell_Montana_UnitedStates.Female_Total_Population.data|Musselshell_Montana_UnitedStates.Female_Total_Population.missing|Musselshell_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Musselshell_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1235.0|0|2342.0|0|2309.0|0|864.0|0
