|dates|Marion_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Illinois_UnitedStates.Male_Total_Population.data|Marion_Illinois_UnitedStates.Male_Total_Population.missing|Marion_Illinois_UnitedStates.Female_Total_Population.data|Marion_Illinois_UnitedStates.Female_Total_Population.missing|Marion_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7408.0|0|18393.0|0|19227.0|0|8738.0|0
