|dates|OutofMT_Montana_UnitedStates.AveragePrecipitationTotal.data|OutofMT_Montana_UnitedStates.AveragePrecipitationTotal.missing|OutofMT_Montana_UnitedStates.AveragePrecipitation.data|OutofMT_Montana_UnitedStates.AveragePrecipitation.missing|OutofMT_Montana_UnitedStates.AverageWindDirection.data|OutofMT_Montana_UnitedStates.AverageWindDirection.missing|OutofMT_Montana_UnitedStates.AverageWindSpeed.data|OutofMT_Montana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
