|dates|OutofKS_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofKS_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofKS_Kansas_UnitedStates.Male_Total_Population.data|OutofKS_Kansas_UnitedStates.Male_Total_Population.missing|OutofKS_Kansas_UnitedStates.Female_Total_Population.data|OutofKS_Kansas_UnitedStates.Female_Total_Population.missing|OutofKS_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|OutofKS_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
