|dates|Prowers_Colorado_UnitedStates.BLS_EmployedPopulation.data|Prowers_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Prowers_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Prowers_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Prowers_Colorado_UnitedStates.BLS_UnemploymentRate.data|Prowers_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Prowers_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Prowers_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-02|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-03|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-04|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-05|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-06|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-07|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-08|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-09|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-10|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-11|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-12|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-13|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-14|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-15|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-16|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-17|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-18|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-19|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-20|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-21|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-22|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-23|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-24|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-25|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-26|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-27|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-28|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-29|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-30|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-01-31|6030.5|0|163.0|0|2.6317913942036006|0|6193.5|0
0|2020-02-01|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-02|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-03|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-04|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-05|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-06|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-07|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-08|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-09|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-10|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-11|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-12|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-13|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-14|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-15|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-16|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-17|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-18|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-19|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-20|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-21|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-22|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-23|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
0|2020-02-24|6086.5|0|163.0|0|2.6082086566925353|0|6249.5|0
