|dates|Wayne_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Ohio_UnitedStates.Male_Total_Population.data|Wayne_Ohio_UnitedStates.Male_Total_Population.missing|Wayne_Ohio_UnitedStates.Female_Total_Population.data|Wayne_Ohio_UnitedStates.Female_Total_Population.missing|Wayne_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20727.0|0|57649.0|0|58318.0|0|28090.0|0
