|dates|Mason_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mason_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mason_WestVirginia_UnitedStates.Male_Total_Population.data|Mason_WestVirginia_UnitedStates.Male_Total_Population.missing|Mason_WestVirginia_UnitedStates.Female_Total_Population.data|Mason_WestVirginia_UnitedStates.Female_Total_Population.missing|Mason_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Mason_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5583.0|0|12925.0|0|13793.0|0|5584.0|0
