|dates|Sullivan_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_Missouri_UnitedStates.Male_Total_Population.data|Sullivan_Missouri_UnitedStates.Male_Total_Population.missing|Sullivan_Missouri_UnitedStates.Female_Total_Population.data|Sullivan_Missouri_UnitedStates.Female_Total_Population.missing|Sullivan_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1259.0|0|3195.0|0|3026.0|0|1396.0|0
