|dates|Crook_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crook_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crook_Wyoming_UnitedStates.Male_Total_Population.data|Crook_Wyoming_UnitedStates.Male_Total_Population.missing|Crook_Wyoming_UnitedStates.Female_Total_Population.data|Crook_Wyoming_UnitedStates.Female_Total_Population.missing|Crook_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Crook_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1537.0|0|3785.0|0|3665.0|0|1811.0|0
