|dates|Ohio_Indiana_UnitedStates.BLS_EmployedPopulation.data|Ohio_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Ohio_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Ohio_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Ohio_Indiana_UnitedStates.BLS_UnemploymentRate.data|Ohio_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Ohio_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Ohio_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-02|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-03|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-04|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-05|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-06|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-07|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-08|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-09|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-10|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-11|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-12|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-13|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-14|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-15|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-16|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-17|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-18|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-19|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-20|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-21|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-22|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-23|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-24|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-25|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-26|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-27|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-28|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-29|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-30|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-01-31|3089.5|0|128.5|0|3.993163455562461|0|3218.0|0
0|2020-02-01|3087.0|0|106.0|0|3.319761979329784|0|3193.0|0
0|2020-02-02|3087.0|0|106.0|0|3.319761979329784|0|3193.0|0
0|2020-02-03|3087.0|0|106.0|0|3.319761979329784|0|3193.0|0
