|dates|DonaAna_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DonaAna_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DonaAna_NewMexico_UnitedStates.Male_Total_Population.data|DonaAna_NewMexico_UnitedStates.Male_Total_Population.missing|DonaAna_NewMexico_UnitedStates.Female_Total_Population.data|DonaAna_NewMexico_UnitedStates.Female_Total_Population.missing|DonaAna_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|DonaAna_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34338.0|0|106762.0|0|110760.0|0|53231.0|0
