|dates|Logan_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_Colorado_UnitedStates.Male_Total_Population.data|Logan_Colorado_UnitedStates.Male_Total_Population.missing|Logan_Colorado_UnitedStates.Female_Total_Population.data|Logan_Colorado_UnitedStates.Female_Total_Population.missing|Logan_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3824.0|0|12030.0|0|9498.0|0|3995.0|0
