|dates|Chittenden_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chittenden_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chittenden_Vermont_UnitedStates.Male_Total_Population.data|Chittenden_Vermont_UnitedStates.Male_Total_Population.missing|Chittenden_Vermont_UnitedStates.Female_Total_Population.data|Chittenden_Vermont_UnitedStates.Female_Total_Population.missing|Chittenden_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Chittenden_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24673.0|0|80692.0|0|83880.0|0|29165.0|0
