|dates|Philadelphia_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Philadelphia_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Philadelphia_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Philadelphia_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Philadelphia_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Philadelphia_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Philadelphia_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Philadelphia_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-02|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-03|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-04|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-05|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-06|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-07|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-08|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-09|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-10|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-11|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-12|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-13|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-14|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-15|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-16|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-17|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-18|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-19|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-20|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-21|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-22|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-23|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-24|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-25|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-26|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-27|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-28|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-29|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-30|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-01-31|690442.0|0|43370.0|0|5.910233138733082|0|733812.0|0
0|2020-02-01|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-02|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-03|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-04|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-05|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-06|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-07|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-08|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-09|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-10|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-11|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-12|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-13|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-14|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-15|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-16|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-17|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-18|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-19|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-20|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-21|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-22|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-23|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-24|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-25|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-26|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-27|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-28|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-02-29|696592.0|0|43346.5|0|5.858121992571005|0|739938.5|0
0|2020-03-01|684280.0|0|50142.0|0|6.827409854279964|0|734422.0|0
0|2020-03-02|684280.0|0|50142.0|0|6.827409854279964|0|734422.0|0
0|2020-03-03|684280.0|0|50142.0|0|6.827409854279964|0|734422.0|0
0|2020-03-04|684280.0|0|50142.0|0|6.827409854279964|0|734422.0|0
0|2020-03-05|684280.0|0|50142.0|0|6.827409854279964|0|734422.0|0
0|2020-03-06|684280.0|0|50142.0|0|6.827409854279964|0|734422.0|0
