|dates|Otoe_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Otoe_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Otoe_Nebraska_UnitedStates.Male_Total_Population.data|Otoe_Nebraska_UnitedStates.Male_Total_Population.missing|Otoe_Nebraska_UnitedStates.Female_Total_Population.data|Otoe_Nebraska_UnitedStates.Female_Total_Population.missing|Otoe_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Otoe_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3110.0|0|7929.0|0|8056.0|0|3834.0|0
