|dates|Forrest_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Forrest_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Forrest_Mississippi_UnitedStates.Male_Total_Population.data|Forrest_Mississippi_UnitedStates.Male_Total_Population.missing|Forrest_Mississippi_UnitedStates.Female_Total_Population.data|Forrest_Mississippi_UnitedStates.Female_Total_Population.missing|Forrest_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Forrest_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10188.0|0|35611.0|0|39425.0|0|17357.0|0
