|dates|Hardeman_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardeman_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardeman_Tennessee_UnitedStates.Male_Total_Population.data|Hardeman_Tennessee_UnitedStates.Male_Total_Population.missing|Hardeman_Tennessee_UnitedStates.Female_Total_Population.data|Hardeman_Tennessee_UnitedStates.Female_Total_Population.missing|Hardeman_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Hardeman_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4562.0|0|13778.0|0|11442.0|0|4939.0|0
