|dates|Nelson_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nelson_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nelson_NorthDakota_UnitedStates.Male_Total_Population.data|Nelson_NorthDakota_UnitedStates.Male_Total_Population.missing|Nelson_NorthDakota_UnitedStates.Female_Total_Population.data|Nelson_NorthDakota_UnitedStates.Female_Total_Population.missing|Nelson_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Nelson_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|772.0|0|1472.0|0|1397.0|0|554.0|0
