|dates|Crawford_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Illinois_UnitedStates.Male_Total_Population.data|Crawford_Illinois_UnitedStates.Male_Total_Population.missing|Crawford_Illinois_UnitedStates.Female_Total_Population.data|Crawford_Illinois_UnitedStates.Female_Total_Population.missing|Crawford_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3557.0|0|9832.0|0|8975.0|0|3741.0|0
