|dates|Coryell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coryell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coryell_Texas_UnitedStates.Male_Total_Population.data|Coryell_Texas_UnitedStates.Male_Total_Population.missing|Coryell_Texas_UnitedStates.Female_Total_Population.data|Coryell_Texas_UnitedStates.Female_Total_Population.missing|Coryell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Coryell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7669.0|0|37143.0|0|37665.0|0|17053.0|0
