|dates|Lowndes_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lowndes_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lowndes_Mississippi_UnitedStates.Male_Total_Population.data|Lowndes_Mississippi_UnitedStates.Male_Total_Population.missing|Lowndes_Mississippi_UnitedStates.Female_Total_Population.data|Lowndes_Mississippi_UnitedStates.Female_Total_Population.missing|Lowndes_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Lowndes_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9352.0|0|28055.0|0|30875.0|0|13890.0|0
