|dates|Sullivan_Indiana_UnitedStates.BLS_EmployedPopulation.data|Sullivan_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Sullivan_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Sullivan_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Sullivan_Indiana_UnitedStates.BLS_UnemploymentRate.data|Sullivan_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Sullivan_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Sullivan_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-02|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-03|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-04|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-05|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-06|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-07|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-08|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-09|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-10|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-11|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-12|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-13|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-14|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-15|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-16|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-17|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-18|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-19|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-20|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-21|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-22|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-23|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-24|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-25|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-26|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-27|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-28|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-29|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-30|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-01-31|7812.5|0|393.5|0|4.79527175237631|0|8206.0|0
0|2020-02-01|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-02|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-03|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-04|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-05|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-06|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-07|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-08|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-09|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-10|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-11|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-12|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-13|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-14|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-15|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-16|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-17|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-18|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-19|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-20|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-21|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-22|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-23|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-24|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-25|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-26|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-27|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-28|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-02-29|7840.5|0|403.5|0|4.894468704512373|0|8244.0|0
0|2020-03-01|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-02|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-03|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-04|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-05|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-06|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-07|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-08|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-09|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-10|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-11|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-12|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-13|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-14|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-15|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-16|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-17|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-18|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-19|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-20|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-21|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-22|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-23|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-24|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-25|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-26|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-27|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-28|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-29|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-30|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-03-31|7621.5|0|369.0|0|4.617983855828797|0|7990.5|0
0|2020-04-01|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-02|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-03|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-04|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-05|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-06|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-07|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-08|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-09|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-10|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-11|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-12|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-13|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-14|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-15|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-16|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-17|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-18|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-19|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-20|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-21|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-22|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-23|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-24|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-25|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-26|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-27|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-28|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
0|2020-04-29|6561.5|0|1185.0|0|15.297231007551797|0|7746.5|0
