|dates|Ford_Illinois_UnitedStates.BLS_EmployedPopulation.data|Ford_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Ford_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Ford_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Ford_Illinois_UnitedStates.BLS_UnemploymentRate.data|Ford_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Ford_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Ford_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5971.0|0|237.0|0|3.8176546391752577|0|6208.0|0
