|dates|Mayes_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Mayes_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Mayes_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Mayes_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Mayes_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Mayes_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Mayes_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Mayes_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-02|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-03|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-04|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-05|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-06|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-07|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-08|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-09|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-10|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-11|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-12|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-13|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-14|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-15|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-16|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-17|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-18|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-19|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-20|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-21|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-22|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-23|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-24|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-25|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-26|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-27|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-28|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-29|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-30|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-01-31|18799.5|0|596.5|0|3.075376366261085|0|19396.0|0
0|2020-02-01|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-02|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-03|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-04|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-05|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-06|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-07|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-08|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-09|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-10|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-11|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-12|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-13|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-14|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-15|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-16|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-17|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-18|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-19|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-20|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-21|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-22|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-23|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-24|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-25|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-26|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-27|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-28|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-02-29|18829.0|0|554.0|0|2.8581746891606046|0|19383.0|0
0|2020-03-01|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-02|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-03|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-04|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-05|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-06|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-07|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-08|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-09|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-10|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-11|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-12|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-13|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
0|2020-03-14|18780.5|0|553.0|0|2.86032016965371|0|19333.5|0
