|dates|Grady_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grady_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grady_Oklahoma_UnitedStates.Male_Total_Population.data|Grady_Oklahoma_UnitedStates.Male_Total_Population.missing|Grady_Oklahoma_UnitedStates.Female_Total_Population.data|Grady_Oklahoma_UnitedStates.Female_Total_Population.missing|Grady_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Grady_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9014.0|0|27773.0|0|27778.0|0|13370.0|0
