|dates|DeerLodge_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeerLodge_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeerLodge_Montana_UnitedStates.Male_Total_Population.data|DeerLodge_Montana_UnitedStates.Male_Total_Population.missing|DeerLodge_Montana_UnitedStates.Female_Total_Population.data|DeerLodge_Montana_UnitedStates.Female_Total_Population.missing|DeerLodge_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|DeerLodge_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2183.0|0|4878.0|0|4253.0|0|1311.0|0
