|dates|Dunklin_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dunklin_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dunklin_Missouri_UnitedStates.Male_Total_Population.data|Dunklin_Missouri_UnitedStates.Male_Total_Population.missing|Dunklin_Missouri_UnitedStates.Female_Total_Population.data|Dunklin_Missouri_UnitedStates.Female_Total_Population.missing|Dunklin_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Dunklin_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5508.0|0|14075.0|0|15348.0|0|7526.0|0
